No.,Time,Source,Destination,Protocol,Length,Info,Label
188,60.54185096,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
189,70.55291592,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
190,70.55310775,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
191,70.56384708,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
192,70.56402622,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
193,70.57503759,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
194,70.57524201,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
195,70.58590206,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
196,70.58611909,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
197,70.59662163,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
198,70.59680176,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
199,70.60758542,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
200,70.60777179,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
201,80.61880909,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
202,80.61898488,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
203,80.6295702,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
204,80.62977224,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
205,80.64049449,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
206,80.64069929,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
207,80.65201852,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
208,80.65259408,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
209,80.66305272,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
210,80.66323823,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
211,80.67376764,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
212,80.67394772,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
213,85.58059423,10.0.2.15,35.244.181.201,TLSv1.2,100,Application Data,Benign
214,85.58470194,35.244.181.201,10.0.2.15,TCP,60,443  >  33632 [ACK] Seq=1299 Ack=1233 Win=65535 Len=0,Benign
215,85.59810417,35.244.181.201,10.0.2.15,TLSv1.2,100,Application Data,Benign
216,85.64433677,10.0.2.15,35.244.181.201,TCP,54,33632  >  443 [ACK] Seq=1233 Ack=1345 Win=63977 Len=0,Benign
217,86.58116318,10.0.2.15,34.160.144.191,TLSv1.2,100,Application Data,Benign
218,86.58486551,34.160.144.191,10.0.2.15,TCP,60,443  >  47578 [ACK] Seq=4806 Ack=571 Win=65535 Len=0,Benign
219,86.59838356,34.160.144.191,10.0.2.15,TLSv1.2,100,Application Data,Benign
220,86.59852408,10.0.2.15,34.160.144.191,TCP,54,47578  >  443 [ACK] Seq=571 Ack=4852 Win=62780 Len=0,Benign
221,90.68485323,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
222,90.68510629,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
223,90.6957452,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
224,90.69593038,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
225,90.70853951,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
226,90.70875095,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
227,90.72008184,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
228,90.72061199,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
229,90.7309738,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
230,90.73118044,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
231,90.74192158,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
232,90.74214742,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
233,100.7598867,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
234,100.7606241,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
235,100.7732514,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
236,100.7734501,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
237,100.7840513,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
238,100.7845528,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
239,100.7950802,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
240,100.7952558,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
241,100.8057177,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
242,100.8059221,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
243,100.8278209,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
244,100.829196,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
245,110.8422573,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
246,110.8429468,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
247,110.8538134,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
248,110.8545187,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
249,110.8654707,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
250,110.8660821,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
251,110.8768416,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
252,110.8776551,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
253,110.8889202,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
254,110.8896132,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
255,110.9007479,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
256,110.9009497,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
257,115.056945,34.107.243.93,10.0.2.15,TCP,60,"443  >  48156 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0",Benign
258,115.057546,10.0.2.15,34.107.243.93,TLSv1.2,78,Application Data,Benign
259,115.0577147,10.0.2.15,34.107.243.93,TCP,54,"48156  >  443 [FIN, ACK] Seq=25 Ack=2 Win=64022 Len=0",Benign
260,115.0585441,34.107.243.93,10.0.2.15,TCP,60,443  >  48156 [ACK] Seq=2 Ack=25 Win=65535 Len=0,Benign
261,115.0585446,34.107.243.93,10.0.2.15,TCP,60,443  >  48156 [ACK] Seq=2 Ack=26 Win=65535 Len=0,Benign
262,117.9172292,10.0.2.15,8.8.8.8,DNS,88,Standard query 0x9e64 A contile.services.mozilla.com,Benign
263,117.9566931,8.8.8.8,10.0.2.15,DNS,104,Standard query response 0x9e64 A contile.services.mozilla.com A 34.117.237.239,Benign
264,117.9588227,10.0.2.15,34.117.237.239,TCP,74,59332  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2738357038 TSecr=0 WS=128,Mallicious
265,117.9863011,34.117.237.239,10.0.2.15,TCP,60,"443  >  59332 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",Mallicious
266,117.9868889,10.0.2.15,34.117.237.239,TCP,54,59332  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,Benign
267,117.9987016,10.0.2.15,34.117.237.239,TLSv1.3,717,Client Hello,Benign
268,118.0020239,34.117.237.239,10.0.2.15,TCP,60,443  >  59332 [ACK] Seq=1 Ack=664 Win=65535 Len=0,Benign
269,118.0657821,34.117.237.239,10.0.2.15,TLSv1.3,266,"Server Hello, Change Cipher Spec, Application Data",Mallicious
270,118.066047,10.0.2.15,34.117.237.239,TCP,54,59332  >  443 [ACK] Seq=664 Ack=213 Win=64028 Len=0,Benign
271,118.0679328,10.0.2.15,34.117.237.239,TLSv1.3,118,"Change Cipher Spec, Application Data",Mallicious
272,118.0692339,34.117.237.239,10.0.2.15,TCP,60,443  >  59332 [ACK] Seq=213 Ack=728 Win=65535 Len=0,Benign
273,118.0708924,10.0.2.15,34.117.237.239,TLSv1.3,224,Application Data,Benign
274,118.0721875,34.117.237.239,10.0.2.15,TCP,60,443  >  59332 [ACK] Seq=213 Ack=898 Win=65535 Len=0,Benign
275,118.0973238,34.117.237.239,10.0.2.15,TLSv1.3,640,"Application Data, Application Data",Benign
276,118.0986094,10.0.2.15,34.117.237.239,TLSv1.3,85,Application Data,Benign
277,118.1005166,34.117.237.239,10.0.2.15,TCP,60,443  >  59332 [ACK] Seq=799 Ack=929 Win=65535 Len=0,Benign
278,118.100517,34.117.237.239,10.0.2.15,TLSv1.3,85,Application Data,Benign
279,118.1445141,10.0.2.15,34.117.237.239,TCP,54,59332  >  443 [ACK] Seq=929 Ack=830 Win=64028 Len=0,Benign
280,120.0622491,10.0.2.15,8.8.8.8,DNS,85,Standard query 0x0b76 A push.services.mozilla.com,Benign
281,120.0629028,10.0.2.15,8.8.8.8,DNS,85,Standard query 0xa873 AAAA push.services.mozilla.com,Benign
282,120.077666,8.8.8.8,10.0.2.15,DNS,139,Standard query response 0x0b76 A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 34.107.243.93,Mallicious
283,120.0776664,8.8.8.8,10.0.2.15,DNS,205,Standard query response 0xa873 AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org,Mallicious
284,120.0801798,10.0.2.15,8.8.8.8,DNS,85,Standard query 0x4a4f A push.services.mozilla.com,Benign
285,120.0920449,8.8.8.8,10.0.2.15,DNS,139,Standard query response 0x4a4f A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 34.107.243.93,Mallicious
286,120.0941542,10.0.2.15,34.107.243.93,TCP,74,55204  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1028299759 TSecr=0 WS=128,Mallicious
287,120.099649,34.107.243.93,10.0.2.15,TCP,60,"443  >  55204 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",Mallicious
288,120.0999268,10.0.2.15,34.107.243.93,TCP,54,55204  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,Benign
289,120.1063031,10.0.2.15,34.107.243.93,TLSv1.3,720,Client Hello,Benign
290,120.1071559,34.107.243.93,10.0.2.15,TCP,60,443  >  55204 [ACK] Seq=1 Ack=667 Win=65535 Len=0,Benign
291,120.1627628,34.107.243.93,10.0.2.15,TLSv1.3,266,"Server Hello, Change Cipher Spec, Application Data",Mallicious
292,120.1629103,10.0.2.15,34.107.243.93,TCP,54,55204  >  443 [ACK] Seq=667 Ack=213 Win=64028 Len=0,Benign
293,120.1645369,10.0.2.15,34.107.243.93,TLSv1.3,118,"Change Cipher Spec, Application Data",Mallicious
294,120.1653084,10.0.2.15,34.107.243.93,TLSv1.3,224,Application Data,Benign
295,120.165614,34.107.243.93,10.0.2.15,TCP,60,443  >  55204 [ACK] Seq=213 Ack=731 Win=65535 Len=0,Benign
296,120.1664161,34.107.243.93,10.0.2.15,TCP,60,443  >  55204 [ACK] Seq=213 Ack=901 Win=65535 Len=0,Benign
297,120.1803201,34.107.243.93,10.0.2.15,TLSv1.3,640,"Application Data, Application Data",Benign
298,120.1813104,34.107.243.93,10.0.2.15,TLSv1.3,85,Application Data,Benign
299,120.181398,10.0.2.15,34.107.243.93,TCP,54,55204  >  443 [ACK] Seq=901 Ack=830 Win=64028 Len=0,Benign
300,120.1825695,10.0.2.15,34.107.243.93,TLSv1.3,85,Application Data,Benign
301,120.1836478,10.0.2.15,8.8.8.8,DNS,85,Standard query 0x65df A push.services.mozilla.com,Benign
302,120.183779,34.107.243.93,10.0.2.15,TCP,60,443  >  55204 [ACK] Seq=830 Ack=932 Win=65535 Len=0,Benign
303,120.1837933,10.0.2.15,8.8.8.8,DNS,85,Standard query 0xb7d4 AAAA push.services.mozilla.com,Benign
304,120.1984382,8.8.8.8,10.0.2.15,DNS,139,Standard query response 0x65df A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 34.107.243.93,Mallicious
305,120.1992318,8.8.8.8,10.0.2.15,DNS,205,Standard query response 0xb7d4 AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org,Mallicious
306,120.2010487,10.0.2.15,34.107.243.93,TCP,74,55214  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1028299866 TSecr=0 WS=128,Mallicious
307,120.2129983,34.107.243.93,10.0.2.15,TCP,60,"443  >  55214 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",Mallicious
308,120.2131576,10.0.2.15,34.107.243.93,TCP,54,55214  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,Benign
309,120.2188472,10.0.2.15,34.107.243.93,TLSv1.3,711,Client Hello,Benign
310,120.2199474,34.107.243.93,10.0.2.15,TCP,60,443  >  55214 [ACK] Seq=1 Ack=658 Win=65535 Len=0,Benign
311,120.2672587,34.107.243.93,10.0.2.15,TLSv1.3,272,"Server Hello, Change Cipher Spec, Application Data",Mallicious
312,120.2674041,10.0.2.15,34.107.243.93,TCP,54,55214  >  443 [ACK] Seq=658 Ack=219 Win=64022 Len=0,Benign
313,120.26925,10.0.2.15,34.107.243.93,TLSv1.3,118,"Change Cipher Spec, Application Data",Mallicious
314,120.2698626,10.0.2.15,34.107.243.93,TLSv1.3,674,Application Data,Benign
315,120.2707537,34.107.243.93,10.0.2.15,TCP,60,443  >  55214 [ACK] Seq=219 Ack=722 Win=65535 Len=0,Benign
316,120.270754,34.107.243.93,10.0.2.15,TCP,60,443  >  55214 [ACK] Seq=219 Ack=1342 Win=65535 Len=0,Benign
317,120.4818833,34.107.243.93,10.0.2.15,TLSv1.3,852,"Application Data, Application Data",Benign
318,120.4928129,10.0.2.15,34.107.243.93,TLSv1.3,193,Application Data,Benign
319,120.4942323,34.107.243.93,10.0.2.15,TCP,60,443  >  55214 [ACK] Seq=1017 Ack=1481 Win=65535 Len=0,Benign
320,120.6969941,34.107.243.93,10.0.2.15,TLSv1.3,246,Application Data,Benign
321,120.7057008,10.0.2.15,8.8.8.8,DNS,97,Standard query 0x6b09 A firefox.settings.services.mozilla.com,Benign
322,120.7391127,8.8.8.8,10.0.2.15,DNS,175,Standard query response 0x6b09 A firefox.settings.services.mozilla.com CNAME prod.remote-settings.prod.webservices.mozgcp.net A 34.149.100.209,Mallicious
323,120.7413471,10.0.2.15,34.107.243.93,TCP,54,55214  >  443 [ACK] Seq=1481 Ack=1209 Win=64022 Len=0,Benign
324,120.7499762,10.0.2.15,34.149.100.209,TCP,74,51248  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2194017188 TSecr=0 WS=128,Mallicious
325,120.755951,34.149.100.209,10.0.2.15,TCP,60,"443  >  51248 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",Mallicious
326,120.7563805,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0,Benign
327,120.7589487,10.0.2.15,34.149.100.209,TLSv1.2,571,Client Hello,Benign
328,120.76029,34.149.100.209,10.0.2.15,TCP,60,443  >  51248 [ACK] Seq=1 Ack=518 Win=65535 Len=0,Benign
329,120.8129548,34.149.100.209,10.0.2.15,TLSv1.2,210,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",Mallicious
330,120.8130214,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=518 Ack=157 Win=64084 Len=0,Benign
331,120.8154686,10.0.2.15,34.149.100.209,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",Mallicious
332,120.8171437,34.149.100.209,10.0.2.15,TCP,60,443  >  51248 [ACK] Seq=157 Ack=569 Win=65535 Len=0,Benign
333,120.8199144,10.0.2.15,34.149.100.209,TLSv1.2,231,Application Data,Benign
334,120.8210924,34.149.100.209,10.0.2.15,TCP,60,443  >  51248 [ACK] Seq=157 Ack=746 Win=65535 Len=0,Benign
335,120.8287322,34.149.100.209,10.0.2.15,TLSv1.2,123,Application Data,Benign
336,120.8293302,10.0.2.15,34.149.100.209,TLSv1.2,92,Application Data,Benign
337,120.8299271,34.149.100.209,10.0.2.15,TCP,60,443  >  51248 [ACK] Seq=226 Ack=784 Win=65535 Len=0,Benign
338,120.834409,34.149.100.209,10.0.2.15,TLSv1.2,92,Application Data,Benign
339,120.8763772,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=784 Ack=264 Win=64015 Len=0,Benign
340,120.9121752,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
341,120.9141146,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
342,120.925818,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
343,120.9266916,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
344,120.9383336,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
345,120.9389617,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d,Benign
346,120.9499776,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
347,120.9508454,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
348,120.9617537,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.4 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
349,120.9624872,PcsCompu_4d:d6:7d,RealtekU_12:35:04,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d,Benign
350,120.9736365,PcsCompu_4d:d6:7d,RealtekU_12:35:02,ARP,42,10.0.2.3 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.2 detected!),Mallicious
351,120.974344,PcsCompu_4d:d6:7d,RealtekU_12:35:03,ARP,42,10.0.2.2 is at 08:00:27:4d:d6:7d (duplicate use of 10.0.2.3 detected!),Mallicious
352,121.5647855,10.0.2.15,34.149.100.209,TLSv1.2,398,Application Data,Benign
353,121.5686753,34.149.100.209,10.0.2.15,TCP,60,443  >  51248 [ACK] Seq=264 Ack=1128 Win=65535 Len=0,Benign
354,121.5861548,34.149.100.209,10.0.2.15,TLSv1.2,1514,Application Data,Benign
355,121.5862031,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=1724 Win=64015 Len=0,Benign
356,121.5861552,34.149.100.209,10.0.2.15,TCP,323,"443  >  51248 [PSH, ACK] Seq=1724 Ack=1128 Win=65535 Len=269 [TCP segment of a reassembled PDU]",Mallicious
357,121.5863183,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=1993 Win=63746 Len=0,Benign
358,121.5910839,34.149.100.209,10.0.2.15,TLSv1.2,1514,"Application Data, Application Data",Benign
359,121.5911337,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=3453 Win=63746 Len=0,Benign
360,121.5910844,34.149.100.209,10.0.2.15,TLSv1.2,1514,Application Data,Benign
361,121.5912595,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=4913 Win=62780 Len=0,Benign
362,121.5910846,34.149.100.209,10.0.2.15,TLSv1.2,1514,Application Data,Benign
363,121.5913546,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=6373 Win=61320 Len=0,Benign
364,121.591085,34.149.100.209,10.0.2.15,TCP,1266,"443  >  51248 [PSH, ACK] Seq=6373 Ack=1128 Win=65535 Len=1212 [TCP segment of a reassembled PDU]",Mallicious
365,121.5914513,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=7585 Win=60108 Len=0,Benign
366,121.5910854,34.149.100.209,10.0.2.15,TLSv1.2,1514,"Application Data, Application Data",Benign
367,121.5915438,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=9045 Win=59860 Len=0,Benign
368,121.5910855,34.149.100.209,10.0.2.15,TLSv1.2,1514,Application Data,Benign
369,121.5916377,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=10505 Win=58400 Len=0,Benign
370,121.5910856,34.149.100.209,10.0.2.15,TCP,1338,"443  >  51248 [PSH, ACK] Seq=10505 Ack=1128 Win=65535 Len=1284 [TCP segment of a reassembled PDU]",Mallicious
371,121.5917249,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=11789 Win=57116 Len=0,Benign
372,121.5929643,34.149.100.209,10.0.2.15,TLSv1.2,1514,"Application Data, Application Data",Benign
373,121.5930961,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=13249 Win=62780 Len=0,Benign
374,121.5929647,34.149.100.209,10.0.2.15,TCP,1390,"443  >  51248 [PSH, ACK] Seq=13249 Ack=1128 Win=65535 Len=1336 [TCP segment of a reassembled PDU]",Benign
375,121.5932102,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=14585 Win=62780 Len=0,Mallicious
376,121.5981271,34.149.100.209,10.0.2.15,TLSv1.2,1464,"Application Data, Application Data",Benign
377,121.5982421,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=15995 Win=62780 Len=0,Benign
378,121.6044499,34.149.100.209,10.0.2.15,TLSv1.2,1514,Application Data,Benign
379,121.6044839,10.0.2.15,34.149.100.209,TCP,54,51248  >  443 [ACK] Seq=1128 Ack=17455 Win=62780 Len=0,Benign
